20
0	1000000	95.66994309	1000000	1000000	1000000	1000000	1000000	35.79321504	63.28654885	36.28922105	14.22505975	1000000	80.40404916	95.30735612	1000000	67.11073518	10.04596353	17.63115525	1000000
1000000	0	25.85870624	1000000	7.111090422	53.12897563	50.72309375	1000000	1000000	1000000	39.08845782	1000000	3.373068571	1000000	1000000	1000000	1000000	2.41085887	1000000	5.022495985
95.66994309	25.85870624	0	1000000	1000000	57.27222562	1000000	1000000	74.03185964	1000000	1000000	76.81596875	1000000	26.76723599	1000000	74.087888	1000000	81.66854978	62.67064214	37.39984632
1000000	1000000	1000000	0	58.83640647	1000000	1000000	1000000	1000000	83.66841674	26.73754096	37.96004653	1000000	1000000	66.19238257	80.98544478	1000000	1000000	5.47632575	1000000
1000000	7.111090422	1000000	58.83640647	0	43.03093553	1000000	13.86995912	53.49097848	64.20727372	1000000	1000000	62.47859597	4.93927598	24.98937249	8.615213633	1000000	1000000	74.24798608	53.29008698
1000000	53.12897563	57.27222562	1000000	43.03093553	0	1000000	1000000	73.49411845	80.58530688	71.72343135	64.53544497	1000000	96.00145221	90.22185206	1000000	55.02220988	15.54357409	94.87749934	1000000
1000000	50.72309375	1000000	1000000	1000000	1000000	0	1000000	1000000	1.742488146	83.41138959	45.77029347	1000000	79.94092107	51.85030103	1000000	79.78008389	1000000	45.70425153	52.21598744
1000000	1000000	1000000	1000000	13.86995912	1000000	1000000	0	7.150739431	5.951064825	1000000	98.49037528	1000000	64.81508613	1000000	1000000	1000000	57.88320899	1000000	1000000
35.79321504	1000000	74.03185964	1000000	53.49097848	73.49411845	1000000	7.150739431	0	17.97376275	1000000	17.42911935	69.4784224	1000000	44.08941865	27.68626809	52.10495591	26.76931024	62.66565919	1000000
63.28654885	1000000	1000000	83.66841674	64.20727372	80.58530688	1.742488146	5.951064825	17.97376275	0	1000000	1000000	1000000	1000000	81.75117373	16.64234996	59.55507159	1000000	22.76546359	4.879540205
36.28922105	39.08845782	1000000	26.73754096	1000000	71.72343135	83.41138959	1000000	1000000	1000000	0	24.23542142	31.83053136	1000000	1000000	1000000	1000000	1000000	85.85608602	1000000
14.22505975	1000000	76.81596875	37.96004653	1000000	64.53544497	45.77029347	98.49037528	17.42911935	1000000	24.23542142	0	40.80595374	76.82704329	1000000	15.43874145	1000000	1000000	3.403133154	47.80740142
1000000	3.373068571	1000000	1000000	62.47859597	1000000	1000000	1000000	69.4784224	1000000	31.83053136	40.80595374	0	57.90835023	1000000	3.265196085	3.729110956	28.51095796	58.90956521	77.78626084
80.40404916	1000000	26.76723599	1000000	4.93927598	96.00145221	79.94092107	64.81508613	1000000	1000000	1000000	76.82704329	57.90835023	0	46.6462791	10.23160815	1000000	1000000	1000000	29.74931598
95.30735612	1000000	1000000	66.19238257	24.98937249	90.22185206	51.85030103	1000000	44.08941865	81.75117373	1000000	1000000	1000000	46.6462791	0	1000000	1000000	93.54403615	1000000	86.79669499
1000000	1000000	74.087888	80.98544478	8.615213633	1000000	1000000	1000000	27.68626809	16.64234996	1000000	15.43874145	3.265196085	10.23160815	1000000	0	60.24150252	56.57905936	1000000	1000000
67.11073518	1000000	1000000	1000000	1000000	55.02220988	79.78008389	1000000	52.10495591	59.55507159	1000000	1000000	3.729110956	1000000	1000000	60.24150252	0	1000000	1000000	5.02076745
10.04596353	2.41085887	81.66854978	1000000	1000000	15.54357409	1000000	57.88320899	26.76931024	1000000	1000000	1000000	28.51095796	1000000	93.54403615	56.57905936	1000000	0	10.01569629	1000000
17.63115525	1000000	62.67064214	5.47632575	74.24798608	94.87749934	45.70425153	1000000	62.66565919	22.76546359	85.85608602	3.403133154	58.90956521	1000000	1000000	1000000	1000000	10.01569629	0	1000000
1000000	5.022495985	37.39984632	1000000	53.29008698	1000000	52.21598744	1000000	1000000	4.879540205	1000000	47.80740142	77.78626084	29.74931598	86.79669499	1000000	5.02076745	1000000	1000000	0
