6.300936922	19.38551261	7.78259927	4.643746629	16.11243272	8.941599958	11.16925607	14.42942949	25.64514884	8.871905039	24.54809919	10.30710411	5.487829535	10.11092582	18.47689737	18.1593983	18.82279067	4.62051499	6.912703432	3.371169037
19.38551261	59.64162216	23.94400677	14.28698779	49.57163856	27.50979749	34.36342198	44.39369746	78.90006874	27.29537355	75.52487707	31.71091842	16.88389996	31.10735473	56.8461693	55.86934912	57.91034738	14.21551314	21.26767832	10.37176545
7.78259927	23.94400677	9.612673822	5.735721461	19.90126368	11.04421298	13.79570137	17.82250304	31.67559351	10.95812933	30.32057315	12.73081478	6.778290065	12.48850526	22.82173108	22.42957225	23.24896103	5.707026913	8.538222387	4.163897848
4.643746629	14.28698779	5.735721461	3.422408925	11.8747507	6.589896896	8.231663935	10.63438904	18.90029609	6.538532227	18.09177814	7.596263945	4.044492148	7.451681912	13.61734468	13.38335008	13.87226564	3.405287368	5.094614286	2.484528102
16.11243272	49.57163856	19.90126368	11.8747507	41.20188653	22.86500079	28.56144874	36.89819701	65.57845926	22.68678052	62.77314017	26.35679797	14.03319621	25.85514091	47.24817427	46.43628192	48.13267488	11.81534394	17.67681066	8.620580553
8.941599958	27.50979749	11.04421298	6.589896896	22.86500079	12.68893988	15.85018559	20.47666684	36.39278803	12.59003648	34.83597526	14.6267139	7.78772696	14.34831915	26.22039021	25.76983028	26.71124412	6.556929096	9.809752022	4.783994078
11.16925607	34.36342198	13.79570137	8.231663935	28.56144874	15.85018559	19.79900492	25.57809972	45.45946703	15.72664199	43.51479934	18.2707249	9.727914133	17.92297256	32.75277957	32.18996986	33.36592185	8.190482737	12.25369428	5.975849416
14.42942949	44.39369746	17.82250304	10.63438904	36.89819701	20.47666684	25.57809972	33.04404378	58.7285465	20.31706234	56.21625337	23.60373288	12.56737694	23.15447576	42.31292762	41.58584043	43.10503886	10.58118754	15.83040237	7.720129012
25.64514884	78.90006874	31.67559351	18.90029609	65.57845926	36.39278803	45.45946703	58.7285465	104.3771216	36.109126	99.91207106	41.95046264	22.33575847	41.15200656	75.20195633	73.90971818	76.60976048	18.80574208	28.13507112	13.72083752
8.871905039	27.29537355	10.95812933	6.538532227	22.68678052	12.59003648	15.72664199	20.31706234	36.109126	12.49190398	34.56444773	14.5127066	7.727025855	14.23648179	26.0160165	25.56896843	26.50304447	6.505821393	9.733290329	4.746705441
24.54809919	75.52487707	30.32057315	18.09177814	62.77314017	34.83597526	43.51479934	56.21625337	99.91207106	34.56444773	95.63802675	40.15590335	21.38027812	39.39160366	71.98496272	70.74800402	73.33254375	18.00126897	26.93150743	13.13388674
10.30710411	31.71091842	12.73081478	7.596263945	26.35679797	14.6267139	18.2707249	23.60373288	41.95046264	14.5127066	40.15590335	16.86041241	8.977018982	16.53950299	30.22460107	29.70523449	30.79041506	7.558261513	11.30783482	5.51457516
5.487829535	16.88389996	6.778290065	4.044492148	14.03319621	7.78772696	9.727914133	12.56737694	22.33575847	7.727025855	21.38027812	8.977018982	4.779649976	8.806156612	16.09253741	15.81601015	16.39379474	4.024258447	6.020650346	2.936134934
10.11092582	31.10735473	12.48850526	7.451681912	25.85514091	14.34831915	17.92297256	23.15447576	41.15200656	14.23648179	39.39160366	16.53950299	8.806156612	16.22470153	29.64932692	29.13984561	30.2043716	7.414402792	11.09260932	5.409614551
18.47689737	56.8461693	22.82173108	13.61734468	47.24817427	26.22039021	32.75277957	42.31292762	75.20195633	26.0160165	71.98496272	30.22460107	16.09253741	29.64932692	54.18174166	53.25070586	55.19604082	13.54922011	20.27084439	9.885632105
18.1593983	55.86934912	22.42957225	13.38335008	46.43628192	25.76983028	32.18996986	41.58584043	73.90971818	25.56896843	70.74800402	29.70523449	15.81601015	29.13984561	53.25070586	52.33566859	54.24757574	13.31639613	19.9225189	9.715761645
18.82279067	57.91034738	23.24896103	13.87226564	48.13267488	26.71124412	33.36592185	43.10503886	76.60976048	26.50304447	73.33254375	30.79041506	16.39379474	30.2043716	55.19604082	54.24757574	56.22932798	13.80286575	20.65032094	10.07069423
4.62051499	14.21551314	5.707026913	3.405287368	11.81534394	6.556929096	8.190482737	10.58118754	18.80574208	6.505821393	18.00126897	7.558261513	4.024258447	7.414402792	13.54922011	13.31639613	13.80286575	3.388251467	5.069127055	2.472098557
6.912703432	21.26767832	8.538222387	5.094614286	17.67681066	9.809752022	12.25369428	15.83040237	28.13507112	9.733290329	26.93150743	11.30783482	6.020650346	11.09260932	20.27084439	19.9225189	20.65032094	5.069127055	7.583867181	3.69848041
3.371169037	10.37176545	4.163897848	2.484528102	8.620580553	4.783994078	5.975849416	7.720129012	13.72083752	4.746705441	13.13388674	5.51457516	2.936134934	5.409614551	9.885632105	9.715761645	10.07069423	2.472098557	3.69848041	1.803665204
